zbin,massbin,n_sample,lower,upper,count,expected,sigma,ratio,pull
2,2,2463,0.8800000000000001,0.9199999999999999,297,294.1852455449521,16.060936069762043,1.0095679660950834,0.17525469516980516
2,2,2463,0.9199999999999999,0.96,493,484.86120278826866,19.693348961366077,1.0167858289443,0.41327644311274
2,2,2463,0.96,1.0,590,567.7424174897694,20.864782746767283,1.0392036631834571,1.0667536192620597
2,2,2463,1.0,1.04,415,439.73834985135494,18.95027639598468,0.9437430238692684,-1.3054347775421724
2,2,2463,1.04,1.08,226,218.3270288507656,14.075660490809671,1.0351443941211655,0.5451233463782579
2,2,2463,1.08,1.12,59,69.12323177218377,8.191139123109178,0.853548054501446,-1.2358759410670606
2,2,2463,1.12,1.16,10,14.399847172333843,3.7831253084470786,0.6944518146840345,-1.1630191478219685
2,2,2463,1.16,1.2,1,2.207051885790043,1.4848866939833911,0.4530931087023525,-0.8128915766306571
2,2,2463,1.2,1.24,1,0.3226382494865634,0.5679612073129652,3.099446521270709,1.1926197454893925
2,2,2463,1.24,1.28,1,0.05764453970666494,0.24008742159174734,17.3476968519254,3.9250513585661633
2,2,2463,1.28,1.32,0,0.011593409956889067,0.1076721323499679,0.0,-0.10767326423151796
2,2,2463,1.32,1.3599999999999999,0,0.0022181173481425898,0.04709684233892828,0.0,-0.04709694404096358
2,2,2463,1.3599999999999999,1.4,0,0.00038028551125735,0.0195009066913474,0.0,-0.019500914356258295
